cell_id,sleep_rate,dataset,seed,test_accuracy,train_accuracy,val_accuracy,final_test_phi,sleep_window,num_steps,check_sleep_interval,sleep_decay_rate,elapsed_s,returncode
196,0.9,notmnist,43,0.08152173913043478,0.12253521126760564,0.06741573033707865,,3150,100,3500,0.9999952889516417,805.208286,0
197,0.9,notmnist,44,0.1016949152542373,0.11448275862068966,0.07692307692307693,,3150,100,3500,0.9999952889516417,565.116691,0
198,0.9,notmnist,45,0.09714285714285714,0.11731843575418995,0.1,,3150,100,3500,0.9999952889516417,720.797093,0
199,0.9,notmnist,46,0.10614525139664804,0.11049723756906077,0.14835164835164835,,3150,100,3500,0.9999952889516417,842.0821,0
200,1.0,mnist,42,0.6971428571428572,0.7538035961272476,0.6132596685082873,,3500,100,3500,0.9999957600554787,536.40618,0
201,1.0,mnist,43,0.6956521739130435,0.7837078651685393,0.7078651685393258,,3500,100,3500,0.9999957600554787,565.15478,0
202,1.0,mnist,44,0.7062146892655368,0.7479224376731302,0.6906077348066298,,3500,100,3500,0.9999957600554787,615.40216,0
203,1.0,mnist,45,0.7010869565217391,0.7248968363136176,0.7032967032967034,,3500,100,3500,0.9999957600554787,691.088069,0
204,1.0,mnist,46,0.13043478260869565,0.11618257261410789,0.11049723756906077,,3500,100,3500,0.9999957600554787,1069.709869,0
205,1.0,fmnist,42,0.4378698224852071,0.592747559274756,0.46111111111111114,,3500,100,3500,0.9999957600554787,739.773155,0
206,1.0,fmnist,43,0.09142857142857143,0.12104539202200826,0.09340659340659341,,3500,100,3500,0.9999957600554787,975.480547,0
207,1.0,fmnist,44,0.34444444444444444,0.3793103448275862,0.32967032967032966,,3500,100,3500,0.9999957600554787,503.210407,0
208,1.0,fmnist,45,0.10326086956521739,0.1125,0.12154696132596685,,3500,100,3500,0.9999957600554787,716.214952,0
209,1.0,fmnist,46,0.0670391061452514,0.13121546961325967,0.12087912087912088,,3500,100,3500,0.9999957600554787,640.939338,0
210,1.0,kmnist,42,0.32065217391304346,0.42896174863387976,0.3695652173913043,,3500,100,3500,0.9999957600554787,542.971896,0
211,1.0,kmnist,43,0.09090909090909091,0.10848400556328233,0.10555555555555556,,3500,100,3500,0.9999957600554787,584.024813,0
212,1.0,kmnist,44,0.4065934065934066,0.4777158774373259,0.37777777777777777,,3500,100,3500,0.9999957600554787,531.421755,0
